# ===============================================
#            Affixation rules file
# ===============================================

# === Each line is a affixation rule, with the following fields:
# 1 Affix to erase form word form (e.g: gatito - ito = gat)
# 2 Affix (* for emtpy string) to add to the resulting root
#   to rebuild the lemma that must be searched in dictionary 
#   (e.g:  gat+o = gato)
# 3 Regexp condition on the parole tag of found dictionary entry
# 4 Parole tag for suffixed word (* = keep tag in dictionary entry)
# 5 Check lemma adding accents
# 6 Enclitic suffix (special accent behaviour in Spanish)
# 7 Prevent later modules from assigning more tags to the word
# 8 Lemma to assign: any combination of: F,R,L,A,<literal> separated with '+'
#                    where: F=original form, R=root found in dict, 
# 		            L=lemma in matching dict entry, A=affix
#                    examples:  A+L=affix+lemma,  R=root,  R+mente= root+"mente"
# 9 Consider the suffix always, not only for unknown words.
# 10 How to retokenize the word if necessary (see uer manual).
#==============================================================


<Prefixes>
anti	*	^NC	AQ0CN0	0	0	1	A+L	0	-
anti-	*	^NC	AQ0CN0	0	0	1	anti+L	0	-
re	*	^VM	*	0	0	1	A+L	0	-
semi	*	^RG	*	0	0	1	F	0	-
semi	*	^AQ	*	0	0	1	A+L	0	-
semi	*	^VM	*	0	0	1	A+L	0	-
</Prefixes>

<Suffixes>
################ CLÃTICOS ASTURIANOS ###################

me	*	^V	*	45	1	0	L	1	$$+me:$$+PP
te	*	^V	*	45	1	0	L	1	$$+te:$$+PP
se	*	^V	*	45	1	0	L	1	$$+se:$$+PP
la	*	^V	*	45	1	0	L	1	$$+la:$$+PP
lo	*	^V	*	45	1	0	L	1	$$+lo:$$+PP
lu	*	^V	*	45	1	0	L	1	$$+lu:$$+PP
nos	*	^V	*	45	1	0	L	1	$$+nos:$$+PP
vos	*	^V	*	45	1	0	L	1	$$+vos:$$+PP
#los	*	^V	*	45	1	0	L	1	$$+los:$$+PP
les	*	^V	*	45	1	0	L	1	$$+les:$$+PP
melu	*	^V	*	45	1	0	L	1	$$+me+lu:$$+PP+PP
mela	*	^V	*	45	1	0	L	1	$$+me+la:$$+PP+PP
melo	*	^V	*	45	1	0	L	1	$$+me+lo:$$+PP+PP
vos	*	^V	*	45	1	0	L	1	$$+vos:$$+PP
melos	*	^V	*	45	1	0	L	1	$$+me+los:$$+PP+PP
meles	*	^V	*	45	1	0	L	1	$$+me+les:$$+PP+PP
melas	*	^V	*	45	1	0	L	1	$$+me+las:$$+PP+PP
teme	*	^V	*	45	1	0	L	1	$$+te+me:$$+PP+PP
telu	*	^V	*	45	1	0	L	1	$$+te+lu:$$+PP+PP
tela	*	^V	*	45	1	0	L	1	$$+te+la:$$+PP+PP
telo	*	^V	*	45	1	0	L	1	$$+te+lo:$$+PP+PP
telos	*	^V	*	45	1	0	L	1	$$+te+los:$$+PP+PP
teles	*	^V	*	45	1	0	L	1	$$+te+les:$$+PP+PP
telas	*	^V	*	45	1	0	L	1	$$+te+las:$$+PP+PP
-ylu	*	^V	*	45	1	0	L	1	$$+-y+lu:$$+PP+PP
-yla	*	^V	*	45	1	0	L	1	$$+-y+la:$$+PP+PP
-ylo	*	^V	*	45	1	0	L	1	$$+-y+lo:$$+PP+PP
-ylos	*	^V	*	45	1	0	L	1	$$+-y+los:$$+PP+PP
-yles	*	^V	*	45	1	0	L	1	$$+-y+les:$$+PP+PP
-ylas	*	^V	*	45	1	0	L	1	$$+-y+las:$$+PP+PP
noslu	*	^V	*	45	1	0	L	1	$$+nos+lu:$$+PP+PP
nosla	*	^V	*	45	1	0	L	1	$$+nos+la:$$+PP+PP
noslo	*	^V	*	45	1	0	L	1	$$+nos+lo:$$+PP+PP
noslas	*	^V	*	45	1	0	L	1	$$+nos+las:$$+PP+PP
nosles	*	^V	*	45	1	0	L	1	$$+nos+les:$$+PP+PP
noslos	*	^V	*	45	1	0	L	1	$$+nos+los:$$+PP+PP
vosla	*	^V	*	45	1	0	L	1	$$+vos+la:$$+PP+PP
voslo	*	^V	*	45	1	0	L	1	$$+vos+lo:$$+PP+PP
voslu	*	^V	*	45	1	0	L	1	$$+vos+lu:$$+PP+PP
voslas	*	^V	*	45	1	0	L	1	$$+vos+las:$$+PP+PP
voslos	*	^V	*	45	1	0	L	1	$$+vos+los:$$+PP+PP
vosles	*	^V	*	45	1	0	L	1	$$+vos+les:$$+PP+PP
-yosla	*	^V	*	45	1	0	L	1	$$+-yos+la:$$+PP+PP
-yoslo	*	^V	*	45	1	0	L	1	$$+-yos+lo:$$+PP+PP
-yoslu	*	^V	*	45	1	0	L	1	$$+-yos+lu:$$+PP+PP
-yoslas	*	^V	*	45	1	0	L	1	$$+-yos+las:$$+PP+PP
-yoslos	*	^V	*	45	1	0	L	1	$$+-yos+los:$$+PP+PP
-yosles	*	^V	*	45	1	0	L	1	$$+-yos+les:$$+PP+PP
seme	*	^V	*	45	1	0	L	1	$$+se+me:$$+PP+PP
sete	*	^V	*	45	1	0	L	1	$$+se+te:$$+PP+PP
sela	*	^V	*	45	1	0	L	1	$$+se+la:$$+PP+PP
selu	*	^V	*	45	1	0	L	1	$$+se+lu:$$+PP+PP
selo	*	^V	*	45	1	0	L	1	$$+se+lo:$$+PP+PP
se-ylu	*	^V	*	45	1	0	L	1	$$+se+-y+lu:$$+PP+PP+PP
se-ynos	*	^V	*	45	1	0	L	1	$$+se+-y+nos:$$+PP+PP+PP
se-yvos	*	^V	*	45	1	0	L	1	$$+se+-y+vos:$$+PP+PP+PP
se-ylos	*	^V	*	45	1	0	L	1	$$+se+-y+los:$$+PP+PP+PP
senos	*	^V	*	45	1	0	L	1	$$+se+nos:$$+PP+PP
sevos	*	^V	*	45	1	0	L	1	$$+se+vos:$$+PP+PP
selas	*	^V	*	45	1	0	L	1	$$+se+las:$$+PP+PP
selos	*	^V	*	45	1	0	L	1	$$+se+los:$$+PP+PP
seles	*	^V	*	45	1	0	L	1	$$+se+les:$$+PP+PP
semenos	*	^V	*	45	1	0	L	1	$$+se+me+nos:$$+PP+PP+PP
semevos	*	^V	*	45	1	0	L	1	$$+se+me+vos:$$+PP+PP+PP
semelos	*	^V	*	45	1	0	L	1	$$+se+me+los:$$+PP+PP+PP
semeles	*	^V	*	45	1	0	L	1	$$+se+me+les:$$+PP+PP+PP
semelas	*	^V	*	45	1	0	L	1	$$+se+me+las:$$+PP+PP+PP
seteme	*	^V	*	45	1	0	L	1	$$+se+te+me:$$+PP+PP+PP
setevos	*	^V	*	45	1	0	L	1	$$+se+te+la:$$+PP+PP+PP
senosvos	*	^V	*	45	1	0	L	1	$$+se+nos+vos:$$+PP+PP+PP
sevosnos	*	^V	*	45	1	0	L	1	$$+se+vos+nos:$$+PP+PP+PP
se-yoslu	*	^V	*	45	1	0	L	1	$$+se+-yos+lu:$$+PP+PP+PP
se-yosla	*	^V	*	45	1	0	L	1	$$+se+-yos+la:$$+PP+PP+PP
se-yoslo	*	^V	*	45	1	0	L	1	$$+se+-yos+lo:$$+PP+PP+PP
se-yosnos	*	^V	*	45	1	0	L	1	$$+se+-yos+nos:$$+PP+PP+PP
se-yosvos	*	^V	*	45	1	0	L	1	$$+se+-yos+vos:$$+PP+PP+PP




################ ENCLITICS ###################

las	*	^V	*	45	1	0	L	1	$$+las:$$+PP
le	*	^V	*	45	1	0	L	1	$$+le:$$+PP
les	*	^V	*	45	1	0	L	1	$$+les:$$+PP
te	*	^V	*	45	1	0	L	1	$$+te:$$+PP
nos	*	^V	*	45	1	0	L	1	$$+nos:$$+PP
os	*	^V	*	45	1	0	L	1	$$+os:$$+PP
mela	*	^V	*	45	1	0	L	1	$$+me+la:$$+PP+PP
melas	*	^V	*	45	1	0	L	1	$$+me+las:$$+PP+PP
melo	*	^V	*	45	1	0	L	1	$$+me+lo:$$+PP+PP
melos	*	^V	*	45	1	0	L	1	$$+me+los:$$+PP+PP
tela	*	^V	*	45	1	0	L	1	$$+te+la:$$+PP+PP
telas	*	^V	*	45	1	0	L	1	$$+te+las:$$+PP+PP
telo	*	^V	*	45	1	0	L	1	$$+te+lo:$$+PP+PP
telos	*	^V	*	45	1	0	L	1	$$+te+los:$$+PP+PP
nosla	*	^V	*	45	1	0	L	1	$$+nos+la:$$+PP+PP
noslas	*	^V	*	45	1	0	L	1	$$+nos+las:$$+PP+PP
noslo	*	^V	*	45	1	0	L	1	$$+nos+lo:$$+PP+PP
noslos	*	^V	*	45	1	0	L	1	$$+nos+los:$$+PP+PP
osla	*	^V	*	45	1	0	L	1	$$+os+la:$$+PP+PP
oslas	*	^V	*	45	1	0	L	1	$$+os+las:$$+PP+PP
oslo	*	^V	*	45	1	0	L	1	$$+os+lo:$$+PP+PP
oslos	*	^V	*	45	1	0	L	1	$$+os+los:$$+PP+PP
seme	*	^V	*	45	1	0	L	1	$$+se+me:$$+PP+PP
sete	*	^V	*	45	1	0	L	1	$$+se+te:$$+PP+PP
senos	*	^V	*	45	1	0	L	1	$$+se+nos:$$+PP+PP
seos	*	^V	*	45	1	0	L	1	$$+se+os:$$+PP+PP
sela	*	^V	*	45	1	0	L	1	$$+se+la:$$+PP+PP
selas	*	^V	*	45	1	0	L	1	$$+se+las:$$+PP+PP
selo	*	^V	*	45	1	0	L	1	$$+se+lo:$$+PP+PP
selos	*	^V	*	45	1	0	L	1	$$+se+los:$$+PP+PP
sele	*	^V	*	45	1	0	L	1	$$+se+le:$$+PP+PP
seles	*	^V	*	45	1	0	L	1	$$+se+les:$$+PP+PP
nosle	*	^V	*	45	1	0	L	1	$$+nos+le:$$+PP+PP
nosles	*	^V	*	45	1	0	L	1	$$+nos+les:$$+PP+PP
osle	*	^V	*	45	1	0	L	1	$$+os+le:$$+PP+PP
osles	*	^V	*	45	1	0	L	1	$$+os+les:$$+PP+PP
semela	*	^V	*	45	1	0	L	1	$$+se+me+la:$$+PP+PP+PP
semelas	*	^V	*	45	1	0	L	1	$$+se+me+las:$$+PP+PP+PP
semelo	*	^V	*	45	1	0	L	1	$$+se+me+lo:$$+PP+PP+PP
