# ===============================================
#            Affixation rules file
# ===============================================

# === Each line is a affixation rule, with the following fields:
# 1 Affix to erase form word form (e.g: gatito - ito = gat)
# 2 Affix (* for emtpy string) to add to the resulting root
#   to rebuild the lemma that must be searched in dictionary 
#   (e.g:  gat+o = gato)
# 3 Regexp condition on the parole tag of found dictionary entry
# 4 Parole tag for suffixed word (* = keep tag in dictionary entry)
# 5 Check lemma adding accents
# 6 Enclitic suffix (special accent behaviour in Spanish)
# 7 Prevent later modules from assigning more tags to the word
# 8 Lemma to assign: any combination of: F,R,L,A,<literal> separated with '+'
#                    where: F=original form, R=root found in dict, 
# 		            L=lemma in matching dict entry, A=affix
#                    examples:  A+L=affix+lemma,  R=root,  R+mente= root+"mente"
# 9 Consider the suffix always, not only for unknown words.
# 10 How to retokenize the word if necessary (see uer manual).
#==============================================================


<Prefixes>

a	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
an	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
ante	*	^NC		*	0	0	0	A+L	0	-
anti	*	^(AQ|NC)	*	0	0	0	A+L	0	-
anti	*	^NC		AQ0CN00	0	0	0	A+L	0	-
antirr	r	^AQ		*	0	0	0	antir+L	0	-
archi	*	^(AQ|NC)	*	0	0	0	A+L	0	-
auto	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
bi	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
bien	*	^(AQ|NC)	*	0	0	0	A+L	0	-
bio	*	^NC		*	0	0	0	A+L	0	-
cardi	*	^NC		*	0	0	0	A+L	0	-
cardio	*	^NC		*	0	0	0	A+L	0	-
ciclo	*	^NC		*	0	0	0	A+L	0	-
co	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
cuatri	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
demo	*	^NC		*	0	0	0	A+L	0	-
des	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
derma	*	^NC		*	0	0	0	A+L	0	-
dermo	*	^NC		*	0	0	0	A+L	0	-
#di	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
dis	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
e-	*	^NC 		*	0	0	0	A+L	0	-
ex-	*	^(AQ|NC) 	*	0	0	0	A+L	0	-
filo	*	^(AQ|NC) 	*	0	0	0	A+L	0	-
fono	*	^(AQ|NC) 	*	0	0	0	A+L	0	-
foto	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
geo	*	^AQ		*	0	0	0	A+L	0	-
hetero	*	^(AQ|NC) 	*	0	0	0	A+L	0	-
hidra	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
hidro	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
in	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
in	*	^NC		AQ0CN00	0	0	0	A+L	0	-
infra	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
inter	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
log	*	^(AQ|NC) 	*	0	0	0	A+L	0	-
logo	*	^(AQ|NC) 	*	0	0	0	A+L	0	-
macro	*	^NC		*	0	0	0	A+L	0	-
mal	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
maxi	*	^NC		*	0	0	0	A+L	0	-
medio	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
mega	*	^(AQ|NC)	*	0	0	0	A+L	0	-
meta	*	^NC		*	0	0	0	A+L	0	-
metro	*	^AQ		*	0	0	0	A+L	0	-
micro	*	^NC		*	0	0	0	A+L	0	-
mini	*	^NC		*	0	0	0	A+L	0	-
mono	*	^(AQ|NC)	*	0	0	0	A+L	0	-
morfo	*	^(AQ|NC)	*	0	0	0	A+L	0	-
multi	*	^(AQ|NC)	*	0	0	0	A+L	0	-
narco	*	^(AQ|NC)	*	0	0	0	A+L	0	-
necro	*	^(AQ|NC)	*	0	0	0	A+L	0	-
neo	*	^(AQ|NC)	*	0	0	0	A+L	0	-
neuro	*	^NC		*	0	0	0	A+L	0	-
no-	*	^(AQ|VMP)       *	0	0	0	A+L	0	-
paleo	*	^(AQ|NC)	*	0	0	0	A+L	0	-
para	*	^(AQ|NC)	*	0	0	0	A+L	0	-
per	*	^VM		*	0	0	0	A+L	0	-
peri	*	^NC		*	0	0	0	A+L	0	-
pluri	*	^(AQ|NC)	*	0	0	0	A+L	0	-
poli	*	^(AQ|NC)	*	0	0	0	A+L	0	-
pos	*	^(AQ|NC)	*	0	0	0	A+L	0	-
post	*	^(AQ|NC)	*	0	0	0	A+L	0	-
pre	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
pro	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
proto	*	^(AQ|NC)	*	0	0	0	A+L	0	-
pseudo	*	^(AQ|NC)	*	0	0	0	A+L	0	-
seudo	*	^(AQ|NC)	*	0	0	0	A+L	0	-
psico	*	^(AQ|NC)	*	0	0	0	A+L	0	-
radio	*	^(AQ|NC)	*	0	0	0	A+L	0	-
re	*	^(NC|VM)	*	0	0	0	A+L	0	-
retro	*	^(AQ|NC)	*	0	0	0	A+L	0	-
semi	*	^RG		*	0	0	0	F	0	-
semi	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
seudo	*	^(AQ|NC)	*	0	0	0	A+L	0	-
sico	*	^(AQ|NC)	*	0	0	0	A+L	0	-
sobre	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
soto	*	^NC		*	0	0	0	A+L	0	-
sub	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
super	*	^(AQ|NC|RG|VM)	*	0	0	0	A+L	0	-
supra	*	^AQ		*	0	0	0	A+L	0	-
tecno	*	^(AQ|NC)	*	0	0	0	A+L	0	-
tetra	*	^(AQ|NC)	*	0	0	0	A+L	0	-
todo	*	^AQ		*	0	0	0	A+L	0	-
todo	*	^NC		AQ0CN00	0	0	0	A+L	0	-
tras	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
trans	*	^AQ		*	0	0	0	A+L	0	-
tri	*	^(AQ|NC)	*	0	0	0	A+L	0	-
ultra	*	^(AQ|NC|VM)	*	0	0	0	A+L	0	-
uni	*	^AQ	*	0	0	0	A+L	0	-
vi	*	^NC	*	0	0	0	A+L	0	-
vice	*	^NC	*	0	0	0	A+L	0	-
viz	*	^NC	*	0	0	0	A+L	0	-
video	*	^NC	*	0	0	0	A+L	0	-
xeneo	*	^NC	*	0	0	0	A+L	0	-
afro	*	^AQ	*	0	0	0	A+L	0	-
afro-	*	^AQ	*	0	0	0	afro+L	0	-
anglo	*	^AQ	*	0	0	0	A+L	0	-
anglo-	*	^AQ	*	0	0	0	anglo+L	0	-
franco	*	^AQ	*	0	0	0	A+L	0	-
franco-	*	^AQ	*	0	0	0	franco+L	0	-
hispano	*	^AQ	*	0	0	0	A+L	0	-
hispano-	*	^AQ	*	0	0	0	hispano+L	0	-
hispanorr	r	^AQ	*	0	0	0	hispanor+L	0	-

</Prefixes>


<Suffixes>

## -------------- ENCLITIC PRONOUNS ----------------------
##	clitics	only	admited	after	gerund,	0		or	imperative
## If you want to admit them after any form (e.g. ancient forms "Díjoselo", "Viósela")
## you should replace the pattern "^V.[GNM]" below with just "^V"
lo	*	^V.[GNM]	*	1	1	0	L	1	$$+lo:$$+PP
los	*	^V.[GNM]	*	1	1	0	L	1	$$+los:$$+PP
la	*	^V.[GNM]	*	1	1	0	L	1	$$+la:$$+PP
las	*	^V.[GNM]	*	1	1	0	L	1	$$+las:$$+PP
le	*	^V.[GNM]	*	1	1	0	L	1	$$+le:$$+PP
les	*	^V.[GNM]	*	1	1	0	L	1	$$+les:$$+PP
me	*	^V.[GNM]	*	1	1	0	L	1	$$+me:$$+PP
te	*	^V.[GNM]	*	1	1	0	L	1	$$+te:$$+PP
nos	*	^V.[GNM]	*	1	1	0	L	1	$$+nos:$$+PP
os	*	^V.[GN]	*	1	1	0	L	1	$$+os:$$+PP
se	*	^V.[GNM]	*	1	1	0	L	1	$$+se:$$+PP
mela	*	^V.[GNM]	*	0	1	0	L	1	$$+me+la:$$+PP+PP
melas	*	^V.[GNM]	*	0	1	0	L	1	$$+me+las:$$+PP+PP
melo	*	^V.[GNM]	*	0	1	0	L	1	$$+me+lo:$$+PP+PP
melos	*	^V.[GNM]	*	0	1	0	L	1	$$+me+los:$$+PP+PP
tela	*	^V.[GNM]	*	0	1	0	L	1	$$+te+la:$$+PP+PP
telas	*	^V.[GNM]	*	0	1	0	L	1	$$+te+las:$$+PP+PP
telo	*	^V.[GNM]	*	0	1	0	L	1	$$+te+lo:$$+PP+PP
telos	*	^V.[GNM]	*	0	1	0	L	1	$$+te+los:$$+PP+PP
nosla	*	^V.[GNM]	*	0	1	0	L	1	$$+nos+la:$$+PP+PP
noslas	*	^V.[GNM]	*	0	1	0	L	1	$$+nos+las:$$+PP+PP
noslo	*	^V.[GNM]	*	0	1	0	L	1	$$+nos+lo:$$+PP+PP
noslos	*	^V.[GNM]	*	0	1	0	L	1	$$+nos+los:$$+PP+PP
osla	*	^V.[GNM]	*	0	1	0	L	1	$$+os+la:$$+PP+PP
oslas	*	^V.[GNM]	*	0	1	0	L	1	$$+os+las:$$+PP+PP
oslo	*	^V.[GNM]	*	0	1	0	L	1	$$+os+lo:$$+PP+PP
oslos	*	^V.[GNM]	*	0	1	0	L	1	$$+os+los:$$+PP+PP
seme	*	^V.[GNM]	*	0	1	0	L	1	$$+se+me:$$+PP+PP
sete	*	^V.[GNM]	*	0	1	0	L	1	$$+se+te:$$+PP+PP
senos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+nos:$$+PP+PP
seos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+os:$$+PP+PP
sela	*	^V.[GNM]	*	0	1	0	L	1	$$+se+la:$$+PP+PP
selas	*	^V.[GNM]	*	0	1	0	L	1	$$+se+las:$$+PP+PP
selo	*	^V.[GNM]	*	0	1	0	L	1	$$+se+lo:$$+PP+PP
selos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+los:$$+PP+PP
sele	*	^V.[GNM]	*	0	1	0	L	1	$$+se+le:$$+PP+PP
seles	*	^V.[GNM]	*	0	1	0	L	1	$$+se+les:$$+PP+PP
nosle	*	^V.[GNM]	*	0	1	0	L	1	$$+nos+le:$$+PP+PP
nosles	*	^V.[GNM]	*	0	1	0	L	1	$$+nos+les:$$+PP+PP
osle	*	^V.[GNM]	*	0	1	0	L	1	$$+os+le:$$+PP+PP
osles	*	^V.[GNM]	*	0	1	0	L	1	$$+os+les:$$+PP+PP
semela	*	^V.[GNM]	*	0	1	0	L	1	$$+se+me+la:$$+PP+PP+PP
semelas	*	^V.[GNM]	*	0	1	0	L	1	$$+se+me+las:$$+PP+PP+PP
semelo	*	^V.[GNM]	*	0	1	0	L	1	$$+se+me+lo:$$+PP+PP+PP
semelos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+me+los:$$+PP+PP+PP
setela	*	^V.[GNM]	*	0	1	0	L	1	$$+se+te+la:$$+PP+PP+PP
setelas	*	^V.[GNM]	*	0	1	0	L	1	$$+se+te+las:$$+PP+PP+PP
setelo	*	^V.[GNM]	*	0	1	0	L	1	$$+se+te+lo:$$+PP+PP+PP
setelos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+te+los:$$+PP+PP+PP
senosla	*	^V.[GNM]	*	0	1	0	L	1	$$+se+nos+la:$$+PP+PP+PP
senoslas	*	^V.[GNM]	*	0	1	0	L	1	$$+se+nos+las:$$+PP+PP+PP
senoslo	*	^V.[GNM]	*	0	1	0	L	1	$$+se+nos+lo:$$+PP+PP+PP
senoslos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+nos+los:$$+PP+PP+PP
seosla	*	^V.[GNM]	*	0	1	0	L	1	$$+se+os+la:$$+PP+PP+PP
seoslas	*	^V.[GNM]	*	0	1	0	L	1	$$+se+os+las:$$+PP+PP+PP
seoslo	*	^V.[GNM]	*	0	1	0	L	1	$$+se+os+lo:$$+PP+PP+PP
seoslos	*	^V.[GNM]	*	0	1	0	L	1	$$+se+os+los:$$+PP+PP+PP
temela	*	^V.[GNM]	*	0	1	0	L	1	$$+te+me+la:$$+PP+PP+PP
temelas	*	^V.[GNM]	*	0	1	0	L	1	$$+te+me+las:$$+PP+PP+PP
temelo	*	^V.[GNM]	*	0	1	0	L	1	$$+te+me+lo:$$+PP+PP+PP
temelos	*	^V.[GNM]	*	0	1	0	L	1	$$+te+me+los:$$+PP+PP+PP
tetela	*	^V.[GNM]	*	0	1	0	L	1	$$+te+te+la:$$+PP+PP+PP
tetelas	*	^V.[GNM]	*	0	1	0	L	1	$$+te+te+las:$$+PP+PP+PP
tetelo	*	^V.[GNM]	*	0	1	0	L	1	$$+te+te+lo:$$+PP+PP+PP
tetelos	*	^V.[GNM]	*	0	1	0	L	1	$$+te+te+los:$$+PP+PP+PP
tenosla	*	^V.[GNM]	*	0	1	0	L	1	$$+te+nos+la:$$+PP+PP+PP
tenoslas	*	^V.[GNM]	*	0	1	0	L	1	$$+te+nos+las:$$+PP+PP+PP
tenoslo	*	^V.[GNM]	*	0	1	0	L	1	$$+te+nos+lo:$$+PP+PP+PP
tenoslos	*	^V.[GNM]	*	0	1	0	L	1	$$+te+nos+los:$$+PP+PP+PP
teosla	*	^V.[GNM]	*	0	1	0	L	1	$$+te+os+la:$$+PP+PP+PP
teoslas	*	^V.[GNM]	*	0	1	0	L	1	$$+te+os+las:$$+PP+PP+PP
teoslo	*	^V.[GNM]	*	0	1	0	L	1	$$+te+os+lo:$$+PP+PP+PP
teoslos	*	^V.[GNM]	*	0	1	0	L	1	$$+te+os+los:$$+PP+PP+PP

#vete
te	*	^VMM02S0	*	0	1	0	L	1	$$+te:$$+PP

#duérmase/duérmanse
se	*	^VMM03	*	0	1	0	L	1	$$+se:$$+PP

#vámonos,comámonos
nos	s	^VMM01P0	*	0	1	0	L	1	$$+nos:$$+PP

#animaos, coméosla
os	d	^VMM02P0	*	0	1	0	L	1	$$+os:$$+PP
osla	d	^VMM02P0	*	0	1	0	L	1	$$+os+la:$$+PP+PP
oslas	d	^VMM02P0	*	0	1	0	L	1	$$+os+las:$$+PP+PP
oslo	d	^VMM02P0	*	0	1	0	L	1	$$+os+lo:$$+PP+PP
oslos	d	^VMM02P0	*	0	1	0	L	1	$$+os+los:$$+PP+PP
osle	d	^VMM02P0	*	0	1	0	L	1	$$+os+le:$$+PP+PP
osles	d	^VMM02P0	*	0	1	0	L	1	$$+os+les:$$+PP+PP


################ ADVERBIS -mente ##############

# rapidamente, alegremente
mente	*	^AQ0[CF]S	RG	0	0	0	F	1	-

# cansadamente, extremadamente
mente	*	^VMP00SF	RG	0	0	0	F	1	-

# mismamente
mente	*	^DI0FS	RG	0	0	0	F	0	-

# rapidísimamente
ísimamente	a	^AQ0[CF]S	RG	1	0	0	R+mente	0	-


######## SUFIXOS DIMINUTIUS, DESPECTIUS I AUGMENTATIUS #######

# mocecita, crucecita
cecita	z|za	^NCFS	NCFS00V	0	0	0	L	0	-
cecitas	z|za	^NCFS	NCFP00V	0	0	0	L	0	-

# fiestecita,
ecita	a|e|*	^NCFS	NCFS00V	0	0	0	L	0	-
ecitas	a|e|*	^NCFS	NCFP00V	0	0	0	L	0	-

## ?
ecita	o	^NCMS	NCFS00V	0	0	0	L	0	-
ecitas	os	^NCMP	NCFP00V	0	0	0	L	0	-

ecita	a	^AQ0FS	AQVFS00	0	0	0	L	0	-
ecitas	as	^AQ0FP	AQVFP00	0	0	0	L	0	-
ecita	e	^AQ0CS	AQVFS00	0	0	0	L	0	-
ecitas	es	^AQ0CP	AQVFP00	0	0	0	L	0	-

# huequecito
quecito		que|co		^NCMS	NCMS00V	0	0	0	L	0	-
quecitos	ques|cos	^NCMP	NCMP00V	0	0	0	L	0	-

# jueguecito
guecitos	go	^NCMS	NCMP00V	0	0	0	L	0	-
guecito		gos	^NCMP	NCMP00V	0	0	0	L	0	-

# altavocecito
cecito	z	^NCMS	NCMS00V	0	0	0	L	0	-
cecitos	ces	^NCMP	NCMP00V	0	0	0	L	0	-

# ??
ecito	e	^AQ0CS	AQVMS00	0	0	0	L	0	-
ecitos	es	^AQ0CP	AQVMP00	0	0	0	L	0	-
ecito	o	^AQ0MS	AQVMS00	0	0	0	L	0	-
ecitos	os	^AQ0MP	AQVMP00	0	0	0	L	0	-

# cochecito
ecito	o|e|é|*	^NCMS	NCMS00V	0	0	0	L	0	-
ecitos	o|e|é|*	^NCMS	NCMP00V	0	0	0	L	0	-

# coquito
quito	co	^NCMS	NCMS00V	0	0	0	L	0	-
quitos	cos	^NCMP	NCMP00V	0	0	0	L	0	-
quito	co	^AQ0MS	AQVMS00	0	0	0	L	0	-
quitos	cos	^AQ0MP	AQVMP00	0	0	0	L	0	-
quito	co	^[DP]I0MS	*	0	0	0	L	0	-
quitos	cos	^[DP]I0MP	*	0	0	0	L	0	-
quita	ca	^[DP]I0FS	*	0	0	0	L	0	-
quitas	cas	^[DP]I0FP	*	0	0	0	L	0	-

# ?
quita	ca	^RG	*	0	0	0	L	0	-

#dim roquita
quita	ca	^NCFS	NCFS00V	0	0	0	L	0	-
quitas	cas	^NCFP	NCFP00V	0	0	0	L	0	-
quita	ca	^AQ0FS	AQVFS00	0	0	0	L	0	-
quitas	cas	^AQ0FP	AQVFP00	0	0	0	L	0	-

uito	o	^RG	*	0	0	0	L	0	-
uito	o	^AQ0MS	AQVMS00	0	0	0	L	0	-
uitos	os	^AQ0MP	AQVMP00	0	0	0	L	0	-

# alaguito?
uito	o	^NCMS	NCMS00V	0	0	0	L	0	-
uitos	os	^NCMP	NCMP00V	0	0	0	L	0	-
uita	a	^AQ0FS	AQVFS00	0	0	0	L	0	-
uitas	as	^AQ0FP	AQVFP00	0	0	0	L	0	-
uita	a	^NCFS	NCFS00V	0	0	0	L	0	-
uitas	as	^NCFP	NCFP00V	0	0	0	L	0	-
cito	*|zo	^AQ0MS	AQVMS00	0	0	0	L	0	-
citos	*|zo	^AQ0MS	AQVMP00	0	0	0	L	0	-

# dim lacito
cito	*|zo	^NCMS	NCMS00V	1	0	0	L	0	-
citos	*|zo	^NCMS	NCMP00V	1	0	0	L	0	-

# mocita
cita	za|*|a	^NCFS	NCFS00V	0	0	0	L	0	-
citas	za|*|a	^NCFS	NCFP00V	0	0	0	L	0	-
cita	*	^NCCS	NCFS00V	0	0	0	L	0	-
citas	*	^NCCS	NCFP00V	0	0	0	L	0	-
cita	*	^AQ0CS	AQVFS00	0	0	0	L	0	-
citas	*	^AQ0CS	AQVFP00	0	0	0	L	0	-

# cafelito
elito	é	^NCMS	NCMS00V	0	0	0	L	0	-
elitos	és	^NCMP	NCMP00V	0	0	0	L	0	-

# prontito, despacito
ito	o	^RG	*	1	0	0	L	0	-
ito	io	^RG	*	0	0	0	L	0	-
ito	o	^VMG	RG	0	0	0	L	0	-

# 
sito	o	^NCMS	NCMS00V	0	0	0	L	0	-
sitos	os	^NCMP	NCMP00V	0	0	0	L	0	-

# dim osito
ito	o|e|ío|io|*	^NCMS	NCMS00V	1	0	1	L	0	-
itos	o|e|ío|io|*	^NCMS	NCMP00V	1	0	1	L	0	-
ito	o|io|*	^AQ0[CM]S	AQVMS00	1	0	1	L	0	-
itos	o|io|*	^AQ0[CM]S	AQVMP00	1	0	1	L	0	-
