0	sn	sn	0	
0	sv	sv	0	
0	grup-sp	grup-sp	0	
0	grup-coor-n	grup-coor-n	0	
0	grup-coor-v	sv	0	
0	pp	pp	0	
0	F	F	0	
0	numero	numero	0	
0	cc	cc	0	
0	grup-adjs	grup-adjs	0	
sn	sv	sv	-1	
grup-sp	sv	sv	-1	
grup-coor-n	sv	sv	-1		
sadv	sv	sv	-1			
sv	sn	sv	raiz	
sv	grup-sp	sv	raiz	
sv	grup-coor-n	sv	raiz	
sv	sadv	sv	raiz	
sv	subord	subord	nuevo	
sv	sv	sv	nuevo	
sn	<grup-sp	sn	ultimo	
grup-sp	<grup-sp	grup-sp	ultimo	
sv	<grup-sp	sv	ultimo	
grup-coor-n	<grup-sp	grup-coor-n	ultimo	
grup-sp	grup-sp	grup-sp	ultimo					
sn	subord	subord	nuevo	
pp	subord	subord	nuevo	
sn	F	sn	raiz	
sv	F	sv	raiz	
grup-sp	F	grup-sp	raiz	
grup-coor-n	F	grup-coor-n	raiz	
subord	F	subord	raiz	
sn	numero	sn	raiz	
sv	numero	sv	raiz	
grup-sp	numero	grup-sp	raiz	
grup-coor-n	numero	grup-sp	raiz	
subord	numero	subord	raiz	
subord	sn	sn	nuevo
subord	sv	sv	nuevo
subord	grup-sp	grup-sp	nuevo
subord	grup-coor-n	grup-coor-n	nuevo	
subord	sadv	sadv	nuevo			
0	sn	sn	0
sn		grup-verb	grup-verb	-1
grup-verb	sn		grup-verb	raiz
neg	sv	sv	-1
sn	neg	neg	-1	
